id_venditore,regione
3d01d1c414c44b5943a09619ff3853cb,Lazio
59fb871bf6f4522a87ba567b42dafecf,Lazio
63b9ae557efed31d1f7687917d248a8d,Lazio
6cf476a4ca74498db55cbccdaa9dcfb6,Lazio
5f0057b677eb963672bf05dfa3f16c34,Lazio
56642bcb79900e777d68e91915cb4267,Lazio
f7496d659ca9fdaf323c0aae84176632,Lazio
23613d49c3ac2bd302259e55c06c050c,Lazio
522620dcb18a6b31cd7bdf73665113a9,Liguria
b335c59ab742f751a85db9c411a86739,Toscana
dc8798cbf453b7e0f98745e396cc5616,Lazio
87b740daf17b5d1be335a64164ec6842,Lazio
aaed1309374718fdd995ee4c58c9dfcd,Abruzzo
f4aba7c0bca51484c30ab7bdc34bcdd1,Lazio
86bb7c4b535e49a541baf3266b1c95b1,Lazio
9c3c24eca51c52b91c1de727d2a2ae06,Sardegna
0ea22c1cfbdc755f86b9b54b39c16043,Toscana
5656537e588803a555b8eb41f07a944b,Trentino Alto Adige
df560393f3a51e74553ab94004ba5c87,Liguria
fa40cc5b934574b62717c68f3d678b6d,Lazio
a425f92c199eb576938df686728acd20,Liguria
b14db04aa7881970e83ffa9426897925,Lazio
afa6714acee029b2dfdf357e5579cc03,Lazio
624f4ece8da4aafb77699233d480f8ef,Lazio
7a073a40a9d3f1fee8bc45670ea1e909,Liguria
939f6e231201f26803cb5c3a3d2940b3,Lazio
4d600e08ecbe08258c79e536c5a42fee,Liguria
25e6ffe976bd75618accfe16cefcbd0d,Lazio
f0563bacf40c311f1c4d3d6b67b8a7a7,Abruzzo
0c8380b62e38e8a1e6adbeba7eb9688c,Toscana
e24fc9fcd865784fb25705606fe3dfe7,Lazio
b7ba853e9551f4558440881fd3e5c815,Sardegna
8fdca8e349553f99bc738833a62c8802,Lazio
7dc8c42cc750eeafea6c85712ffee9bf,Lazio
7e93a43ef30c4f03f38b393420bc753a,Lazio
e5a38146df062edaf55c38afa99e42dc,Lazio
575df70bde3f9f2b30bf8d2e9910d725,Lazio
48efc9d94a9834137efd9ea76b065a38,Liguria
822b63912576852aea9a8436d72317b7,Lazio
4bde6149c15cf7e177b36fa060dd6de8,Sardegna
83e197e95a1bbabc8c75e883ed016c47,Piemonte
85d9eb9ddc5d00ca9336a2219c97bb13,Toscana
066a6914e1ebf3ea95a216c73a986b91,Liguria
80e6699fe29150b372a0c8a1ebf7dcc8,Liguria
515d781150feed28a6ac091bb0e3cb8c,Campania
2f4b9d112bfa44a214bc6cef085d17c8,Umbria
2b1a40c1daabc6ca280c4b815c101841,Toscana
dd2bdf855a9172734fbc3744021ae9b9,Toscana
77530e9772f57a62c906e1c21538ab82,Liguria
38874e327ce94d11390b96eb42d61928,Lazio
d03698c2efd04a549382afa6623e27fb,Friuli Venezia Giulia
62c50c1af4dfdc4149d25c5222043d39,Lazio
54aa8463e87776b5612f4bdc4bd5d4de,Toscana
ea6b12bf9ffe2bac34602ec631d97a47,Lazio
38e679b9e0064cd94c6f035707344dae,Liguria
4b90495391ac0bd181a80a459df1e718,Sardegna
827f8f69dfa529c561901c4f2e0f332f,Liguria
5f2684dab12e59f83bef73ae57724e45,Lazio
0307f7565ff85b299b6e5ef162b1b1a9,Lazio
b499c00f28f4b7069ff6550af8c1348a,Lazio
f5f2ab9bdb6b30c14c61be68c5ed37da,Lazio
de66a66f2dd06bb9ec37aa96987466a3,Piemonte
432c67955c0acd1fd6b0b5d678766a71,Lazio
8b11118053756a9a2932f447e11fc1b5,Lazio
f5b84683a9bf9e1df748cf40f601b39c,Lazio
5a8e7d5003a1f221f9e1d6e411de7c23,Lazio
4e922959ae960d389249c378d1c939f5,Lazio
3481aa57cd91f9f9d3fa1fa12d9a3bf7,Lazio
d4f91e8be86b38da2ee35bc489645a9d,Lazio
5bba18b40e8c973b0f32e748004775b0,Lazio
bac44fa8e13424950488659b5f765c41,Lazio
b2ba3715d723d245138f291a6fe42594,Lazio
989becdce12ebc39863c2bceab6f3ca1,Liguria
f09b760d23495ac9a7e00d29b769007c,Lazio
2199e7fe213c16213bf5d6a7eadc9a5d,Lazio
cf281cf8b7affbdfe751b29cc85580e1,Molise
d12c926d74ceff0a90a21184466ce161,Lazio
9df5750209b83567ec144eb299d7d634,Sardegna
11305281b50fff20ae8bb473f8e11876,Toscana
d50d79cb34e38265a8649c383dcffd48,Lazio
cac4c8e7b1ca6252d8f20b2fc1a2e4af,Lazio
f41ce2e25237f9092cd8e6e7516c7a2f,Lazio
45d33f715e24d15a6ccf5c17b3a23e3c,Lazio
8a32e327fe2c1b3511609d81aaf9f042,Lazio
c12d7463a579237ffb9248bd7cff378b,Lazio
d4d99b60c4c94cd35acd502cec65dc8d,Lazio
700f03c207639c22d933381ff60b35c2,Lazio
fedaedd3ca31d56ab33e92035e4b361c,Piemonte
61f159ef6da2d441951d2c0efa719362,Umbria
87f3e35268860433e13d577825aada95,Lazio
05ff92fedb5be47920fea08e501238b9,Sardegna
4c2b230173bb36f9b240f2b8ac11786e,Lazio
7c67e1448b00f6e969d365cea6b010ab,Lazio
75745ef7bc7d4f3ea3380f6f5303f514,Trentino Alto Adige
5dceca129747e92ff8ef7a997dc4f8ca,Lazio
6560211a19b47992c3666cc44a7e94c0,Lazio
d2374cbcbb3ca4ab1086534108cc3ab7,Lazio
b1fc4f64df5a0e8b6913ab38803c57a9,Piemonte
4a3ca9315b744ce9f8e9374361493884,Lazio
0ff83046c3fa22efee8ecf291888b191,Sardegna
48436dade18ac8b2bce089ec2a041202,Lazio
3d871de0142ce09b7081e2b9d1733cb1,Lazio
1025f0e2d44d7041d6cf58b6550e0bfa,Lazio
7299e27ed73d2ad986de7f7c77d919fa,Toscana
53243585a1d6dc2643021fd1853d8905,Friuli Venezia Giulia
da8622b14eb17ae2831f4ac5b9dab84a,Lazio
4371b634e0efc0e22b09b52907d9d469,Lazio
c68fb906c8f4b4b946d8386bfa6e5467,Lazio
8581055ce74af1daba164fdbd55a40de,Lazio
cc419e0650a3c5ba77189a1882b7556a,Lazio
88460e8ebdecbfecb5f9601833981930,Liguria
44073f8b7e41514de3b7815dd0237f4f,Trentino Alto Adige
7a67c85e85bb2ce8582c35f2203ad736,Lazio
a938325a4b357fd23a6a4d5bb126408e,Piemonte
9d5a9018aee56acb367ba9c3f05d1d6a,Basilicata
d93b8458c6fe139d85cfa5eadbf55bd2,Lazio
86ccac0b835037332a596a33b6949ee1,Abruzzo
eed78ac17f7f795a19a709745f00cd4e,Lazio
54a1852d1b8f10312c55e906355666ee,Lazio
3bb548e3cb7f70f28e3f11ee9dce0e59,Liguria
6bbcb8924baf70b7fe2fe2097e8cd407,Abruzzo
75fbb52eda0cbc24f479d3b2fbfa8d3e,Basilicata
835f0f7810c76831d6c7d24c7a646d4d,Lazio
94e93ce877be27a515118dbfd2c2be41,Lazio
ea8482cd71df3c1969d7b9473ff13abc,Lazio
5cf13accae3222c70a9cac40818ae839,Toscana
218d46b86c1881d022bce9c68a7d4b15,Lazio
06579cb253ecd5a3a12a9e6eb6bf8f47,Lazio
ef506c96320abeedfb894c34db06f478,Lazio
850f4f8af5ea87287ac68de36e29107f,Lazio
1f50f920176fa81dab994f9023523100,Lazio
b5abf4f36adc043117b4fca82c22984c,Trentino Alto Adige
1900267e848ceeba8fa32d80c1a5f5a8,Lazio
3504c0cb71d7fa48d967e0e4c94d59d9,Lazio
cb5df0dcb9e280b1780e9d589889f2c7,Lazio
116ccb1a1604bc88e4d234a8c23f33de,Lazio
5b67882648febfb6e1225e6ad7164f6b,Liguria
7e1fb0a3ebfb01ffb3a7dae98bf3238d,Lazio
fdb9095204a334cd8872252ffec6f2db,Lazio
adcf50477d6a1f5d91bb9d54c4903cb5,Toscana
e26901d5ab434ce92fd9b5c256820a4e,Lazio
aac29b1b99776be73c3049939652091d,Toscana
7e26c750b4cb9f6766f58265ff9ebe95,Toscana
c3867b4666c7d76867627c2f7fb22e21,Lazio
e5a3438891c0bfdb9394643f95273d8e,Lazio
c847e075301870dd144a116762eaff9a,Toscana
3bdff180c7e1f6551a643b99c265a120,Lazio
b33e7c55446eabf8fe1a42d037ac7d6d,Lazio
870d0118f7a9d85960f29ad89d5d989a,Toscana
f84fa566034f5e8e880a07ec624c56af,Lazio
1c68394e931a64f90ea236c5ea590300,Liguria
365e445f796710c3431557e85caa25db,Lazio
582d4f8675b945722eda7c0cb61ba4c7,Lazio
198c7ea11960a9844b544d9bcdca860c,Toscana
01bcc9d254a0143f0ce9791b960b2a47,Basilicata
d05ae8f7a5bd1d2a690a44cd079e4e27,Piemonte
1c129092bf23f28a5930387c980c0dfc,Lazio
1da3aeb70d7989d1e6d9b0e887f97c23,Lazio
381c83fdca332ea6afd896da20bf6e4a,Liguria
2addf05f476d0637864454e93ba673d5,Trentino Alto Adige
bbad7e518d7af88a0897397ffdca1979,Lazio
4ebdc7e6cd6102a022dadc49156d4ea8,Lazio
1b8356dabde1d35e17cef975c3f82730,Lazio
dee656f0f566ed1aa85bd137c943f08f,Lazio
891071be6ba827b591264c90c2ae8a63,Lazio
a1043bafd471dff536d0c462352beb48,Toscana
d97df38225e5abadaff1e72cb72b823c,Lazio
3a734b715d333a2588a3d54a0c9b8746,Lazio
70a12e78e608ac31179aea7f8422044b,Lazio
001cca7ae9ae17fb1caed9dfb1094831,Umbria
9c0e69c7bf2619675bbadf47b43f655a,Lazio
2a1348e9addc1af5aaa619b1a3679d6b,Toscana
244c2f1bff6afe1f2eaf9bfe9b2aed38,Lazio
cf6f6bc4df3999b9c6440f124fb2f687,Lazio
41b39e28db005d9731d9d485a83b4c38,Lazio
17e34d8224d27a541263c4c64b11a56b,Lazio
c447f8dd3ed213f291d65ef074a268eb,Lazio
6860153b69cc696d5dcfe1cdaaafcf62,Lazio
17306570e772e7718c92a562d33f5f1d,Lazio
6d66611d7c44cc30ce351abc49a68421,Lazio
94144541854e298c2d976cb893b81343,Sardegna
e9bc59e7b60fc3063eb2290deda4cced,Liguria
8c351ed7c326c62123318f4f3246e906,Lazio
1b4c3a6f53068f0b6944d2d005c9fc89,Abruzzo
128639473a139ac0f3e5f5ade55873a5,Liguria
98dac6635aee4995d501a3972e047414,Lazio
bd23da7354813347129d751591d1a6e2,Lazio
5a93f3ab0ef4c84ed5e1b5dbf23978bc,Lazio
834f3294fba9f932f56edc879193f925,Lazio
4830e40640734fc1c52cd21127c341d4,Lazio
25c5c91f63607446a97b143d2d535d31,Toscana
b9c0ffa92f3ff9a5a3d45ef7213c0842,Lazio
02c988090b766852e088c69d7fb3b551,Lazio
5058e8c1e82653974541e83690655b4a,Lazio
01fdefa7697d26ad920e9e0346d4bd1b,Liguria
bfd27a966d91cfaafdb25d076585f0da,Lazio
fa1c13f2614d7b5c4749cbc52fecda94,Lazio
dbc22125167c298ef99da25668e1011f,Toscana
1a3df491d1c4f1589fc2b934ada68bf2,Abruzzo
4b9750c8ad28220fe6702d4ecb7c898f,Lazio
e09887ca8c7bf8a4621ce481820414ef,Lazio
f8db351d8c4c4c22c6835c19a46f01b0,Lazio
7ea5bfa6c340f58f8e71fc1f0412b0d6,Toscana
537eb890efff034a88679788b647c564,Piemonte
ddd51ae8cda92f3995a51fc0f0f3eec7,Piemonte
701938c450705b8ae65fc923b70f35c7,Lazio
903037660cf848a717166eb7a06d616e,Lazio
ca3bd7cd9f149df75950150d010fe4a2,Lazio
53e4c6e0f4312d4d2107a8c9cddf45cd,Lazio
7aa4334be125fcdd2ba64b3180029f14,Lazio
d94a40fd42351c259927028d163af842,Toscana
33576ec5412fb5905d876f12f33bfde6,Liguria
8f119a0aee85c0c8fc534629734e94fd,Lazio
b76dba6c951ab00dc4edf0a1aa88037e,Lazio
013900e863eace745d3ec7614cab5b1a,Liguria
5f1dc28029d2c244352a68107ec2b542,Lazio
3c7c4a49ec3c6550809089c6a2ca9370,Lazio
5075aaa8404020ae6aa8bf4792099b41,Toscana
817245bcc3badd82bbd222e0366951a6,Lazio
37be5a7c751166fbc5f8ccba4119e043,Lazio
dd7ddc04e1b6c2c614352b383efe2d36,Lazio
4ba52dfeba874da5b9ee7b17c7494f04,Lazio
8f2ce03f928b567e3d56181ae20ae952,Lazio
68f86ba270525243e68ae74044f992b9,Piemonte
4d6d651bd7684af3fffabd5f08d12e5a,Lazio
cfb1a033743668a192316f3c6d1d2671,Lazio
d57e18d5f73c7ccb7f7339b61166898d,Lazio
8e6cc767478edae941d9bd9eb778d77a,Toscana
712e6ed8aa4aa1fa65dab41fed5737e4,Abruzzo
dc4a0fc896dc34b0d5bfec8438291c80,Lazio
e9779976487b77c6d4ac45f75ec7afe9,Lazio
a1ed30492b3b798bc121845bc4aa7366,Lazio
f7ba60f8c3f99e7ee4042fdef03b70c4,Lazio
318f287a62ab7ac10b703ac37435a231,Lazio
acb6c2ca5c82411c1fdb88d5fd5eb95e,Lazio
c6218512d16fcac0af02fe92691cf274,Toscana
6edacfd9f9074789dad6d62ba7950b9c,Lazio
c3cfdc648177fdbbbb35635a37472c53,Liguria
8b321bb669392f5163d04c59e235e066,Lazio
edf96ef93ed595084bbcbd9224bd2894,Lazio
b88e7c57cb2d8b973b7dd4a2bfa14b36,Liguria
4200ddf1967c5e41e48db62bc6d4b5ac,Lazio
0c7533c71df861ec58ad7ff999ed0e8d,Lazio
66922902710d126a0e7d26b0e3805106,Toscana
8b28d096634035667e8263d57ba3368c,Lazio
de23c3b98a88888289c6f5cc1209054a,Lazio
751bdc4d83a466c7206cd42e8f426b03,Lazio
7178f9f4dd81dcef02f62acdf8151e01,Abruzzo
5c243662ce92d84573bfaff24c3e3700,Lazio
8cc6a0e5738e61a87b03c78b2ba9db4b,Toscana
ed4acab38528488b65a9a9c603ff024a,Lazio
6cd68b3ed6d59aaa9fece558ad360c0a,Toscana
18a349e75d307f4b4cc646a691ed4216,Lazio
8b2492b7ff4468839593fafeed55bad9,Piemonte
d20b021d3efdf267a402c402a48ea64b,Lazio
f45122a9ab94eb4f3f8953578bc0c560,Lazio
9b013e03b2ab786505a1d3b5c0756754,Lazio
a416b6a846a11724393025641d4edd5e,Lazio
f3b80352b986ab4d1057a4b724be19d0,Trentino Alto Adige
a2e85714b56b1cb6bb24a9a6e6cad36f,Lazio
05f51e13da97139648b8125c31e5f51b,Toscana
1f9ab4708f3056ede07124aad39a2554,Lazio
ac3508719a1d8f5b7614b798f70af136,Sardegna
aae3bfea055532c57fb453ed3ec80b30,Lazio
b9a03475e6447e631b6799ec8274800f,Liguria
e8b3a3a38279a82f0e5d006d5e5b7d2c,Liguria
92eb0f42c21942b6552362b9b114707d,Lazio
ccc4bbb5f32a6ab2b7066a4130f114e3,Liguria
3969863bb8af7f72580b3b1ffd3a17b3,Lazio
813348c996469b40f2e028d5429d3495,Lazio
585175ec331ea177fa47199e39a6170a,Toscana
1127b7f2594683f2510f1c2c834a486b,Lazio
7ddcbb64b5bc1ef36ca8c151f6ec77df,Lazio
4342d4b2ba6b161468c63a7e7cfce593,Piemonte
e9d99831abad74458942f21e16f33f92,Lazio
12b9676b00f60f3b700e83af21824c0e,Sardegna
66dc1b1632bd6a3e508510c5b3492107,Lazio
91f848e9f4be368f4318775aac733370,Lazio
5b97c06a046398e7005b2b7c0d707a92,Toscana
78c99c6dff4eeae5be99bf635ed21e3f,Lazio
9baf5cb77970f539089d09a38bcec5c3,Lazio
b4ffb71f0cb1b1c3d63fad021ecf93e1,Lazio
c8b0e2b0a7095e5d8219575d5e7e1181,Lazio
23d7c96d4a1160db1c726b248601b25a,Lazio
0176f73cc1195f367f7b32db1e5b3aa8,Lazio
4869f7a5dfa277a7dca6462dcf3b52b2,Lazio
76d64c4aca3a7baf218bf93ef7fa768d,Liguria
822166ed1e47908f7cfb49946d03c726,Piemonte
b1ac6ea7895bc3dd6f0f6f4abbdd2821,Sardegna
9646c3513289980f17226a2fc4720dbd,Lazio
a2e874074c877c5a05abae80ad6e488f,Lazio
6d988d6174a2c27441597174f8905515,Liguria
dd55f1bb788714a40e7954c3be6df745,Lazio
0adac9fbd9a2b63cccaac4f8756c1ca8,Lazio
0bf0150d5b9d60d9cd2906003332f085,Lazio
0bae85eb84b9fb3bd773911e89288d54,Lazio
8d92f3ea807b89465643c219455e7369,Lazio
8931a84a914b3fe9b1ddaa4d704947ca,Lazio
96493fab2fbb13a14d0c0e8772eef5c3,Lazio
1835b56ce799e6a4dc4eddc053f04066,Lazio
2528513dd95219a6013d4d05176e391a,Lazio
c826c40d7b19f62a09e2d7c5e7295ee2,Lazio
cbd996ad3c1b7dc71fd0e5f5df9087e2,Lazio
9de4643a8dbde634fe55621059d92273,Abruzzo
6a51fc556dab5f766ced6fbc860bc613,Lazio
e63e8bfa530fb16910dd6956e592bb81,Lazio
c731d18cea9bf687ffee82a241c25b11,Abruzzo
e603cf3fec55f8697c9059638d6c8eb5,Sardegna
fc906263ca5083d09dce42fe02247800,Toscana
d1b65fc7debc3361ea86b5f14c68d2e2,Lazio
0936e1837d0c79253456bbb2ffaaef10,Lazio
004c9cd9d87a3c30c522c48c4fc07416,Lazio
955fee9216a65b617aa5c0531780ce60,Lazio
f1c1ac3f3efc07e659c035008e615e66,Lazio
ad8b531ae67582f096925cff5630d0d1,Liguria
20cb7c2fde3e5bf10f0bbe7394e1c6a9,Liguria
3078096983cf766a32a06257648502d1,Lazio
4e7c18b98d84e05cbae3ff0ff03846c2,Lazio
f00e21b1e91a79653163b7fd8f293ff1,Lazio
17eea220a40cc0d2c0c5346379682398,Lazio
c458e2045a8aa8964f8879af03fdcce6,Lazio
bc503e244f187939d10c92a5c8e378ce,Lazio
aced59e9b31ef866a94f9e7f29d8d418,Lazio
8cbac7e12637ed9cffa18c7875207478,Abruzzo
0ebd97a106433a45a4aebe57c1799778,Toscana
a49928bcdf77c55c6d6e05e09a9b4ca5,Lazio
3361277dc30b7cccdb0c286b24219756,Liguria
5f06030071324cc52bf0304014ac7234,Lazio
432c37c9dfba871172ec162e20118b8c,Trentino Alto Adige
373ee4a3a775a733770ca3f790b8b9ac,Piemonte
784ba75dd9d20200c4caed3d7a77141a,Lazio
b4a476fbd28de64b1e347abf9089366a,Lazio
76623fde66e6b63b59440fd34160512d,Lazio
ef30892870c278497523264be1be2241,Lazio
25cf099de44674fde97473224f9d59ab,Lazio
2e1c9f22be269ef4643f826c9e650a52,Lazio
c9c7905cffc4ef9ff9f113554423e671,Lazio
04308b1ee57b6625f47df1d56f00eedf,Abruzzo
2709af9587499e95e803a6498a5a56e9,Lazio
73a63f72308aa20a46f4b1632018f196,Liguria
062ce95fa2ad4dfaedfc79260130565f,Sardegna
33ac3e28642ab8bda860a2f693000e78,Lazio
7040e82f899a04d1b434b795a43b4617,Lazio
bba3293d6f5d5af2f415e004e8b93ae3,Lazio
6b15924333bd1a741595fe981ea04822,Lazio
b94cc9f10ddc85e4ba73a6f7974e7101,Piemonte
17a053fcb14bd219540cbde0df490be0,Lazio
c0e6839516f5398edc34adf5f1d53d1a,Lazio
c42fd8e4d47dfb18ce5222f2dd7752f9,Lazio
db4350fd57ae30082dec7acbaacc17f9,Lazio
4b5f66b7adcf57f1ecc0d3c07dd6b177,Liguria
0761743cbffb25d7148189e9f1a5f03a,Lazio
43f8c9950d11ecd03a0304a49e010da6,Lazio
c273175f7c6c80fb02f051e2fc6d0d72,Lazio
6039e27294dc75811c0d8a39069f52c0,Lazio
270297ead4c65a6cd2593960d2af6b21,Lazio
6f892e20a171e98efe17fdb971ff319b,Lazio
a67780aba9dd436e7ac0aa1f889e73ec,Lazio
82e0a475a88cc9595229d8029273f045,Lazio
3f0e48d209018b466fcd3bb4ccfeb520,Liguria
1ce3ae5a399804d1a87e706f8a813c3e,Abruzzo
f63d8f293af3a6454377546bd9dd19ff,Lazio
06e5eefc71ec47ae763c5c6f8db7064f,Sardegna
d66c305afaec317ebee552073a674429,Toscana
87142160b41353c4e5fca2360caf6f92,Sardegna
715bbd5ba4e6b74cb0d2f29eb45058b0,Lazio
eeb6de78f79159600292e314a77cbd18,Abruzzo
a08692680c77d30a0b4280da5df01c5a,Lazio
e1b12447a7563944843191754aeb5562,Lazio
028872bfa080090a9d0abd4f1af168f8,Toscana
7e3f87d16fb353f408d467e74fbd8014,Lazio
002100f778ceb8431b7a1020ff7ab48f,Lazio
00ee68308b45bc5e2660cd833c3f81cc,Lazio
f326006815956455b2859abd58fe7e39,Lazio
d2e753bb80b7d4faa77483ed00edc8ca,Friuli Venezia Giulia
51702dc2a3e106c76dbff722b5bf0726,Lazio
f08c008c8a8d31417763738a1788a2a8,Liguria
6fc26fe110feebd80a433e1f012a84f9,Lazio
4c03b9dd4c11ee2cb35c96c49efc9420,Lazio
d1c281d3ae149232351cd8c8cc885f0d,Lazio
b37c4c02bda3161a7546a4e6d222d5b2,Lazio
093805f8f2aeb63881444571e1f48f30,Lazio
916748bc99315c2d202898ae58b1617e,Lazio
f7df46c1e0ec44eed5c6726478da4a17,Sardegna
fe2032dab1a61af8794248c8196565c9,Lazio
2f09f7d37a97956d11cc1a7cadd5262b,Lazio
8444e55c1f13cd5c179851e5ca5ebd00,Toscana
adbc26658d6c7b4b6219f9d934598091,Liguria
7586919161935337bf6b6d7ff5779648,Piemonte
0b90b6df587eb83608a64ea8b390cf07,Liguria
fcb5ace8bcc92f75707dc0f01a27d269,Lazio
f80edd2c5aaa505cc4b0a3b219abf4b8,Lazio
36a968b544695394e4e9d7572688598f,Lazio
d91fb3b7d041e83b64a00a3edfb37e4f,Lazio
f5a590cf36251cf1162ea35bef76fe84,Lazio
669ae81880e08f269a64487cfb287169,Abruzzo
2e3be8a987a30d7544dbbda6861cc14e,Toscana
54965bbe3e4f07ae045b90b0b8541f52,Liguria
89c127985a8b130cfa45c1d36764017a,Lazio
557f22c76691849db52d2abccf0015d0,Basilicata
6df688df543f90e9b38f4319e75a9d88,Toscana
1336efc61c316ddf92c899eb817f7cae,Lazio
c0563dd588b775f2e37747ef6ad6c92c,Lazio
f680f85bee2d253556ac91be391d2c82,Lazio
edb1ef5e36e0c8cd84eb3c9b003e486d,Piemonte
c8467937e403e76a8ee9f0ab13f6f5ef,Toscana
10089e9f2fd0c668a8fd4e52e1698888,Lazio
efcd8d2104f1a05d028af7bad20d974b,Lazio
92c8bc6e8f925792247656fed09aad65,Lazio
dbb9b48c841a0e39e21f98e1a6b2ec3e,Lazio
bb135baca94c82fcb731335ad5b04a03,Lazio
bb3dca718920a4d7ec3cc9ffb025108b,Lazio
262237171f48e85819065498cac80d7b,Abruzzo
b080809eaacb49e5ca07290981472431,Toscana
1430239a858e7682bbc43b20758af153,Lazio
527801b552d0077ffd170872eb49683b,Lazio
7a241947449cc45dbfda4f9d0798d9d0,Toscana
c157bdeedcbc9a8e3c8bf0d87ff24428,Lazio
3dbbce181edfaa4a597ec858c382d2ec,Liguria
7f2617c58d5d06806987308b45654351,Lazio
259f7b5e6e482c230e5bfaa670b6bb8f,Lazio
e96498ed8daaa3e9c23f7a62da76591c,Lazio
4e06067cc08b3f41d837768d392c3ee3,Toscana
e2aee0892199b1d92530e371abd825bf,Liguria
ececbfcff9804a2d6b40f589df8eef2b,Lazio
5011f0d93373a4c5753adf58ca77af8d,Lazio
f08a5b9dd6767129688d001acafc21e5,Sardegna
ffdd9f82b9a447f6f8d4b91554cc7dd3,Liguria
530ec6109d11eaaf87999465c6afee01,Liguria
79ed755314cfe6df0daef2c6cd3022cd,Lazio
a3e9a2c700480d9bb01fba070ba80a0e,Lazio
855668e0971d4dfd7bef1b6a4133b41b,Lazio
83645b1645cdee8953ee54c29ceed564,Liguria
a673821011d0cec28146ea42f5ab767f,Lazio
431af27f296bc6519d890aa5a05fdb11,Lazio
7142540dd4c91e2237acb7e911c4eba2,Lazio
c79151301b9d90985d1fa52879213105,Liguria
972d0f9cf61b499a4812cf0bfa3ad3c4,Abruzzo
b1b3948701c5c72445495bd161b83a4c,Lazio
37515688008a7a40ac93e3b2e4ab203f,Lazio
8f78f0903005064036736c7173a5c2ed,Toscana
33c51922b6e3c16b24a8f28e5833c99d,Liguria
ec21206b7894c503788a684a7bc822a6,Piemonte
9674754b5a0cb32b638cec001178f799,Lazio
3dfd3dc96f7f8598eca74e9ac8a2fa31,Lazio
30c7f28fd3a5897b2c82d152bb760c17,Piemonte
8160255418d5aaa7dbdc9f4c64ebda44,Lazio
aafe36600ce604f205b86b5084d3d767,Abruzzo
1d8dbc4f32378d715c717c1c1fc57bae,Liguria
e1a210d482714ce337763a19aef94ba4,Liguria
1eade46fba20122dc4aefb379f8c636b,Lazio
165fc07beebdcb6190fba8a06db2a449,Liguria
f27e33c6d29b5138fa9967bcd445b6d5,Lazio
38e6dada03429a47197d5d584d793b41,Lazio
0b35c634521043bf4b47e21547b99ab5,Liguria
0afccdb8a34ee5c79f7c06faf2b4d56e,Toscana
