id_prodotto,nome_ita_categoria,lunghezza_nome,lunghezza_descrizione,numero_foto
c2c503e76e239d461b3e92222f6b49c5,giocattoli,41,1068,2
989fd236458b9c0410bc6e1cf23cde4d,idee regalo,36,777,4
b864b103180d5a6a3f830e67f93e8735,articoli per l'infanzia,47,980,4
1097d069f21f90425a11bb3293ca1d87,mobili,63,682,8
5008f57a319af1670091cd1d64656910,idee regalo,64,246,3
ecac086eca2f806295b1f43b4f6ca119,moda,40,1628,2
c57d1d566402540eb9be608112ced702,categoria non disponibile,51,415,1
e4fe462cce9f36e312b869418a86bc3a,automobile,41,126,1
571e2f5577f9e5ac24fc2a1daee8924d,mobili,63,910,2
d0ae5110da1575c15853f122de459f4b,salute e bellezza,63,2472,1
f6fe388c9bfc145a2790437f1e4888d9,moda,53,1434,2
e41a6ac2f57a273eb0d214c7cbab5db9,mobili,56,1085,1
ac6c24af9f913c9375a3ea77883bda6e,automobile,28,325,6
3410cbd7df2130ec3cb9300ef0fe3df1,elettronica,34,324,1
d26580768894ea0cdc9f19dc672956c2,articoli per la casa,44,586,3
2235d08138bfce7801a73463a3168ea5,sport e tempo libero,63,923,3
bdfe450775bde583b7abb5698f1bd6e2,salute e bellezza,59,971,2
1e571e871a93944c5c48e6226f2cd94e,salute e bellezza,63,2652,1
4e0946aebc8e1d7521219ec1e7380aed,giocattoli,48,485,1
bcb4f6803e8889a70dc5ed14c2f5f785,elettronica,41,685,2
e00d2c49504aeaf7acdc9ff7cf8a6107,giocattoli,23,587,2
a8255c87078b4bd9bc05fe7290ca5c25,automobile,44,1034,1
2c41d13dc2cf0e9c2e8db8952f0f3ff3,elettronica,45,802,1
8d3995daf4103cf13ff5400bf66c1587,articoli per l'infanzia,30,1570,3
269e87010f6d5e57015a90b00983e334,elettronica,63,167,2
6dab56beb5263f0d554cae5c55809208,salute e bellezza,56,966,5
de6517dda8e49774f58c07f80abc8d7a,categoria non disponibile,56,975,1
abba22ec8f8647474e51e996d74da8e7,elettronica,55,1172,5
4d7ccacbf7d2dd3e566cf5f149fb92e8,elettronica,25,364,1
4e77e23d6c2215228d4ab312c0b8d405,salute e bellezza,31,65,3
508d48ea59be64138f0015d2cb9c75e7,salute e bellezza,29,1212,1
ec1600d8f15b93ce3e402f522696a18c,salute e bellezza,24,407,6
896a64a7f34cdfef2c60ce59fa2a148f,salute e bellezza,50,899,3
33e0cfd1cd80a0491da068d7a7f93ff8,articoli per la casa,44,501,1
fd8a5b9a8a79d7ba0739d69be5dc5aa1,idee regalo,44,394,3
8ed9e6b1cbb80b223b70376a8659bee0,mobili,63,162,3
87ecdbf76c33c8f2dabc40eeb821dc6b,mobili,63,911,4
636f5be2cd52da4047bb73b7b15329e3,musica,31,315,6
1c1baeabe25824c8c22b511643852906,salute e bellezza,52,577,1
27051f70cfcbd63fec388f34e1f0d2a2,articoli per la casa,46,293,1
50908a7240199b240e6d857e740cafd8,salute e bellezza,39,692,2
2aa489c905e1d41d8c716a6d6912d8c2,salute e bellezza,35,776,1
33430c5c1027d812b5c62f778e5ee7f7,categoria non disponibile,41,309,1
1178e5819b87e4a8846d636e39df026b,automobile,62,418,6
2d78dc9b1f4a5d1ceb28287b82d85b86,mobili,56,296,3
4c72e6d081c8a1b5430351d015eb86ba,mobili,48,183,4
36696562bef043d7e07305d62baf5ca7,mobili,63,199,6
3cacd5299c846cb08ae1e445fd78392b,salute e bellezza,35,469,2
6c32e1f7898b6a905ee6ccf087461abd,mobili,60,764,1
f5d8f4fbc70ca2a0038b9a0010ed5cb0,moda,64,1710,1
6b2c1aa8429875eb5ade006973f8bad8,elettronica,41,222,3
0ee7a6e1cd4ecf72e711a2f68b4d8d2e,elettronica,42,796,1
46d66b9ad911a2cea5e3c9127aa7fac5,articoli per la casa,50,295,2
583916a5dae918f5e89baec139141c54,categoria non disponibile,0,0,0
afad7a4420a4348d41da23ed8d0902dd,mobili,37,768,2
545085671b9f2d7d2e1a9110b15d838c,idee regalo,43,1534,2
8814a3da37fb9673a5ac06f82a2a00a9,mobili,59,205,8
c29a770821480abc0e0150220a24e7cc,mobili,57,266,1
d32c445df9d36f1cdfc915ed14ee44cd,mobili,52,1111,5
faa268ecc8a8434cb4ebee091b3222d6,elettronica,48,2276,4
33ec1056063990a554e2e2cd85219de5,articoli per la casa,60,624,2
a6b32d26b9f925954b1cd8339f664a6a,salute e bellezza,45,128,3
04df667e73ca2fab4b9a97c86466b699,idee regalo,34,541,1
f3c2d01a84c947b078e32bbef0718962,elettronica,42,381,1
a671b5c0b737258c5a3262826e3dd9c5,animali,63,1451,3
48a12f318432c4b6a1fdfd5d79372e66,articoli per la casa,54,584,1
29bedbfbe73ea473396306b4f0c010ec,articoli per la casa,47,187,1
f38ce47371f868581f8c2df4ffa47fb6,sport e tempo libero,63,1244,2
6d2928252aa5ba6a5fc439571dd0d748,categoria non disponibile,61,3416,2
c351fada6ffa67ee3876b1cc568a90b0,sport e tempo libero,46,2393,2
1da5a90b5fbd1e1bc37b7bbb999c7bd3,mobili,45,606,3
b4763c2caeeac2424b64aa199789b81b,elettronica,51,812,1
f07ef9dd6e2d9a366ff30a25e210be70,elettronica,53,1021,2
bab7ff9abbcc13690a62d015f2ca8e44,elettronica,43,269,1
966a067b38634929844120e39b1576bc,articoli per l'infanzia,34,496,2
0b230f10ac2cfc4c831b825bf31a5de2,animali,63,1440,3
bd701724b9bc9f955e22db8ec65b5097,mobili,62,445,2
e2a1d45a73dc7f5a7f9236b043431b89,moda,56,459,2
b560b8ea76437c088ea9a83c49316fb5,salute e bellezza,49,373,1
21fb5057dd6a737df6851a7ab7a130da,mobili,52,709,2
44377a26f7c80dbf0a9b2b300604e6bf,salute e bellezza,45,1634,1
407e01944d78001dbd21da4c2059b8dc,elettronica,51,1570,1
0ab80f38a21093b448518f68efe82c24,articoli per la casa,63,245,3
4a90b44b456e79e7a33435fdd36e551f,giardinaggio,64,2432,4
43bb8825dd6838251606e5e4130cfff4,mobili,33,259,2
8adc1d29aa4fd4d758a91ef997c8a0a2,giocattoli,46,303,1
09b590ada623ecf66329917ea4731957,idee regalo,44,1396,2
d0b92134fa97a1ead038775a821847ea,mobili,47,1048,1
a063b454bac19ab435a4594bab9b9eed,animali,63,2226,8
9fe172fa8e662ca8572cf12abf8bce23,moda,36,412,5
7f524cd9e1d47c5aa4b15b54d6d146cb,mobili,31,297,1
e9b3cf27d68caa64832c4a7c460abcb9,categoria non disponibile,43,1373,3
7ed8c74b7ad2f1790a24a24c071da537,giocattoli,52,288,2
b73f6899a58fe7a37e55149e9a11c717,mobili,19,917,1
e1ed3c28e40cbce2783e79eea79e8701,mobili,57,241,1
f3412532ea4da687eaa6943639812bc3,salute e bellezza,49,1151,8
5a6b04657a4c5ee34285d1e4619a96b4,salute e bellezza,34,1036,1
e338f548cda0b52650b9acfd317a74db,moda,40,444,4
a18c130946b89ab774bc5948fe71e2a5,categoria non disponibile,53,520,6
c3b8f6be3507bb05fd83797f81f679bc,elettronica,32,331,1
fd7fd78fd3cbc1b0a6370a7909c0a629,sport e tempo libero,39,518,1
17c7ec33a1657924ad493e6978b4bf91,articoli per l'infanzia,31,594,6
4b88b15eb9d5ad74ffa095bcd4ddb64f,categoria non disponibile,43,919,4
0c5801458e74f9b6c23b44c331426e30,idee regalo,56,1383,6
72bf8fd8b4596a7fa2c2cfab031204ed,mobili,33,650,2
9c7bdf67b06b419aefb93cfdfc96c55d,sport e tempo libero,25,823,1
cac8035fdb858496d8e1b60ba8907d24,categoria non disponibile,63,1099,2
b3b0bce74668bf355cbd94db1e4d17b9,elettronica,44,1133,2
2636a9812d151c718b53387171ce08be,salute e bellezza,52,2088,1
dca18a6e2fb6da75092ed874094ed7b6,elettronica,62,340,1
ca17b18b38db6e0d2c33d362322f2a06,libri,32,2228,1
05fca08b4d54ab5d1d371db7d5534136,elettronica,47,1009,4
a8fe47ad6f852f93cc92c7b408687de3,sport e tempo libero,27,202,5
525a5744fb5d26e4035d0610446900c5,categoria non disponibile,57,386,1
ecf23a6c1689e2bed38171ececac6138,articoli per la casa,56,1688,4
8b2a1e0d2ee4fa00cd00519b7881203a,automobile,49,283,3
33fac76e7f17367dedaef7954bbb33b4,salute e bellezza,63,1113,2
a694f2632fae82ef419fd71587103dc9,sport e tempo libero,44,461,1
e24f73b7631ee3fbb2ab700a9acaa258,moda,60,1118,6
c50663262403f916d58303c231e7ed3a,mobili,56,227,7
6aeed495dcb87dd06532f70dea6ebb5a,salute e bellezza,64,1404,1
85b99d83c60cab5b4d8f927ad35212a1,mobili,50,1017,1
d2998d7ced12f83f9b832f33cf6507b6,articoli per l'infanzia,32,561,1
d984b9203bd56960bbdda0bb7f05f781,moda,31,162,6
a10553a1882cc51b8910c246613fb0b0,mobili,29,278,1
9e93b2c4cb5eea05e75a481c129b104d,automobile,42,291,2
eba7488e1c67729f045ab43fac426f2e,salute e bellezza,43,259,1
aad225c687cc75ba1148d41f2ce414c2,elettronica,43,390,1
f9bb291280bceedf7840b89e1e75b89c,mobili,57,113,11
cf1d8e226162a1d0ad61f29b7ed72d82,categoria non disponibile,53,1377,2
c66def7098f4d87751f40c3a4855ced1,giocattoli,55,546,1
4fee671ea459ebc96546523917e254a5,categoria non disponibile,63,2872,7
0fc6914383c2bea767a9562c9d8b43a1,elettronica,52,644,4
f293394c72c9b5fafd7023301fc21fc2,mobili,41,754,3
a760ef0bb70c954d79e62ec6023d380c,idee regalo,32,1115,1
fd440fd792fd8a4b681f1eb258c25445,mobili,54,573,1
895fc53d66ecb6c1afc40138dbc2a73c,articoli per la casa,48,330,3
382d28bfa85a9857cd10bfdb1b8b7f80,mobili,26,190,1
bcaa4355b2521984b94978febf3f2b10,mobili,59,299,1
990ecadcf56234a68b3a0af8d01c0d8a,salute e bellezza,36,681,1
5cd07c84a1c25575ac2fc3fa73f1d952,giocattoli,63,2873,8
5c75915e4a74994308fe805cdbfbf5f5,automobile,43,668,2
98cd3776d33bddd0ebf8ad8b4732d1b4,mobili,34,252,1
fb01a5fc09b9b9563c2ee41a22f07d54,categoria non disponibile,33,912,2
107177bf61755f05c604fe57e02467d6,mobili,55,130,1
a819714dd23a6ac18b1be2b13686017b,automobile,54,393,2
3c37a8a5d5ef2eca9d5e6ccf39673031,articoli per l'infanzia,28,260,3
b72b39418216e944bb34e35f4d3ea8c7,sport e tempo libero,39,141,1
35bd74b6319ba18ae4f30d8b54144fd2,articoli per l'infanzia,63,60,1
a25d948ddec359c8d80978d139a4db83,giocattoli,43,1784,2
fb21cbf5cf37c8282a583cf8b6e770dc,salute e bellezza,63,3900,1
95c40b993a22463c83beb5c51a03d46c,elettronica,33,1084,2
8b39be5bbb8a4585ed19cacbf4162c27,sport e tempo libero,25,1418,4
2c818013dbc95f5cd2d6a393a31813e0,mobili,63,233,11
57e5c7033739b88d673eba67e9cf9376,elettronica,50,361,1
d48e56be99464cbf285a9da17f618165,mobili,54,584,1
112dad9870ca76046f327b9c08f00b29,giocattoli,40,1493,1
152153cc85a6e47325494a479a93fc4b,elettronica,31,269,11
f422d0d9f8b5f7c27289382b14b61248,giocattoli,63,361,3
8a8ffceebd3e62e6b982760275d38128,salute e bellezza,36,1182,1
57d9a5d185e8254383504f57c4b8ddcc,mobili,55,466,2
bef13288a0f8b26d763411ced1dfa268,idee regalo,50,450,2
a5c3ddb1a400f50d1cf7138727aec136,giocattoli,49,485,1
65bb78cf0bbc3ca6406f30e6793736f9,mobili,56,296,3
a07f07c939807b4c970452eb30a130e6,mobili,19,331,5
6c0163ecd7df58f4240f9a83ca6079c7,elettronica,59,765,3
92ee7c820f6eb0c532ecd94508e3cc29,musica,37,329,4
707e0fe138efb7009e1cd32efe19ce83,automobile,49,182,2
b846c1b90a30689a98f530aa20edd424,sport e tempo libero,28,1567,4
b11456f416365fcb044ae90260691ccd,giocattoli,63,683,6
aafec8ef0f0e7bf2f2b811450df61818,moda,52,437,6
dc82d7e8f99966cb4c641f7ea5590eaf,articoli per l'infanzia,63,60,1
c6336fa91fbd87c359e44f5dca5a90ed,sport e tempo libero,39,772,1
c56400aa5823575d5a92a8f98077490a,mobili,48,1043,1
00c744ca2f3b0e76ce227b146095d3f9,giocattoli,41,569,1
c7b3cf9de7be95b3e09e7a63315685eb,viaggi,49,489,2
23429572ca0a6901f36825829cec09b1,categoria non disponibile,37,1143,3
4b6b3a7072d549354c3743dedbf4170a,idee regalo,60,160,3
4d272fe20c57c64dc74b3db191fc31ef,articoli per la casa,45,113,1
e57eb018e37376580079825eb29a3419,idee regalo,43,878,1
fa243e761ae871597627e917611eeb23,articoli per la casa,54,276,1
569962b1062cbaf02b768a3fe810fdd3,sport e tempo libero,25,211,1
3411fcf3ea2ecbf29a0b5ccb867c44ce,idee regalo,49,813,3
4910917f05092f331bf3a477f791cc01,idee regalo,52,102,2
09c3a2ea33f044aebffecd6681e00133,mobili,45,494,1
47920da896bbd89e851429c78a7a7a8b,mobili,55,1086,2
f03859e4cc21018569f5ae7a03897ff4,categoria non disponibile,47,458,2
dce3721f89a159fed6ff8b94d7ba32b9,elettronica,54,1250,4
54bb3470c28291c7252832f0437ca469,articoli per la casa,58,207,1
9456c129f470955000d28c94f73340cd,sport e tempo libero,60,794,1
ad02436dd1e1332d5f75dced36e0a73e,elettronica,60,1533,3
372645c7439f9661fbbacfd129aa92ec,articoli per la casa,60,236,1
be8aef10cd8c8a52fa98f5f7f71bb373,articoli per la casa,57,381,1
060cb19345d90064d1015407193c233d,automobile,49,608,1
57f202d5e0ed7a3a2d75e479e1579cfe,cartoleria,53,215,2
4c2394abfbac7ff59ec7a420918562fa,salute e bellezza,49,1495,3
e6b6e13cf71449a457269f425b89dc74,musica,38,2887,1
36f60d45225e60c7da4558b070ce4b60,elettronica,33,300,1
218de70a5a63ca13ad448aa4706d8ce1,moda,46,182,1
6e1b14d3cbb5fb3a2c00351007127dfd,idee regalo,55,985,1
d02b36afa0f4b273bb31f9e54c693531,automobile,58,855,6
60ee9861f35c13d4a3a2bc10e86bb05b,salute e bellezza,58,611,2
eddecafe978fc89774f82f552197bb08,sport e tempo libero,44,152,3
c18ac1d6cc053c0ec7296b994ae6ffeb,idee regalo,54,237,1
0e839be47c2dc028ca3d90e65732b14c,mobili,52,2057,2
81288df52439985f610be64465e53f57,sport e tempo libero,53,3189,7
6d2fde7d12bb6ff367dbda120ba8828e,elettronica,60,704,1
a630323d497e2acc89574e8b792c6936,elettronica,56,1803,1
99b4596b82b6f75d453160c9c75e01f4,articoli per feste,36,378,1
c9316b04fcac70510dfc554e184e35f8,elettronica,49,899,1
8784c4d113e30be2fb64b69be0551b30,cartoleria,58,381,3
f858dbf7475a6089fc882318b8aeaded,articoli per la casa,20,122,1
9ffab56dff7071396d82c4b372e7f033,articoli per la casa,45,328,1
b80921007ed3f68cf6e536e6daf08610,elettronica,58,751,4
10d196ec072e2d8382c7ec9c942d7ea8,sport e tempo libero,50,315,4
f6eda47c88d786adf6f3e3f016833927,animali,55,1496,2
d84895a804248d73a16480c0b2e18604,sport e tempo libero,47,527,1
11dcc970f7a5581e1bf777b6da3f7096,articoli per la casa,42,659,2
2a1e3c9dcf961bc044d917e9358041e4,elettronica,50,609,3
c8467740c17bad8744006eb0e041f142,animali,51,1621,2
3d74d787086b0e22ac320ae43b240aea,idee regalo,57,1003,3
677883eb52acde220f6d79fe67bba70a,giocattoli,41,1517,1
6f2d7833b8f0a094571ebddebdc6623a,elettronica,60,298,7
53759a2ecddad2bb87a079a1f1519f73,giardinaggio,58,340,2
f40876e0ef3cd5f9132b1f16b04b1346,salute e bellezza,42,250,1
24c0de23191c9450049b2b3d8749ad35,articoli per la casa,39,375,1
8c5de6354d95c9a3cd8243bbab60d301,articoli per la casa,31,390,1
568b50dd27d5d76c97dc2f871cb93e9a,articoli per la casa,52,506,3
6a33f85f66191cc5b645b5f775ca93d9,sport e tempo libero,60,729,4
91b07eeacd06edb343a31d2d9a5c2954,mobili,39,737,1
51f906f965ca71722df2059f9a7c1b62,categoria non disponibile,0,0,0
99a4788cb24856965c36a24e339b6058,articoli per la casa,54,245,1
b7605b5b483063d12bd90a772bff9d21,articoli per la casa,45,437,2
f59871b3d9da4c64cbe41ad3dd04dc14,articoli per feste,60,565,3
c420c13056340a00e4cd63fdf6e4f4fc,sport e tempo libero,47,70,1
7a3bc1b5f3ad201ecd5d03d51d34bedd,salute e bellezza,58,2881,1
ee4a5109a6b0bf0dd3a3347b73955c95,articoli per la casa,52,237,1
c5e9b73e5f4c644885862ba3e1137b57,giocattoli,50,1492,10
28ac89c113ac960ad954042de30dd52f,sport e tempo libero,29,622,1
1b0e39ec889889ea1d492603d8512bfb,categoria non disponibile,0,0,0
fb783e3e545937820b57fe539b2c5a6c,articoli per la casa,57,189,1
b532349fe46b38fbc7bb3914c1bdae07,mobili,49,829,1
44a34214a57dc373dcd80f54c919d006,sport e tempo libero,21,207,2
31639956e7fac87ecfd9d608040638bd,idee regalo,38,500,1
7c1bd920dbdf22470b68bde975dd3ccf,salute e bellezza,59,492,2
824479121ed07485e5195dd6bfe467a1,mobili,50,307,1
6ae3f85f46a37844372252496c77b4d8,elettronica,49,1304,4
607ef4aa416b93fdeb2a811c2c73ad81,articoli per la casa,57,189,1
ee406bf28024d97771c4b1e8b7e8e219,idee regalo,54,629,1
e28fdc5f658be194523b68dfbeb186cb,salute e bellezza,44,421,1
9cfe1073092d13dbee42c8348924c118,sport e tempo libero,49,317,1
e77303f7e13ee5a4ec287783bde94c70,categoria non disponibile,0,0,0
d245838e3d0b2b51d751ccdc98885a8e,salute e bellezza,59,895,1
0c6fc9b9317a68d1cda098c063914b72,musica,46,692,3
dd47440cb56de3ab674f9208ff0edc3e,elettronica,58,956,3
b2e22c958b453a43a650a579dcac2e43,idee regalo,45,473,1
eefb750a45a4ba505ffd4813ecaf2b18,mobili,57,1054,2
c8312b9c77a603a21b51c4b8c8928433,automobile,47,498,1
bc055ae94989497c0d66bfa4263ccf61,elettronica,49,544,1
67c4868694e75a87d7d0417c14fc26a3,categoria non disponibile,0,0,0
523af7268f3fb3b843cbae0c6b6526e0,elettronica,27,271,2
f71973c922ccaab05514a36a8bc741b8,viaggi,47,482,2
97017430754804328eb9597b7f85da03,elettronica,60,818,5
0663a33c86fed5322e603ef430775b7b,cartoleria,56,99,4
cc2232dbef2c9fca23f4c7f6a19a42e3,elettronica,63,587,3
8097e6d8de77768d9f72295263e440fa,salute e bellezza,37,601,1
e67307ff0f15ade43fcb6e670be7a74c,salute e bellezza,47,1474,3
9d8a0e115e802d845b4ce1eb794d1260,sport e tempo libero,30,2299,1
ec2d43cc59763ec91694573b31f1c29a,articoli per la casa,38,735,5
fc4179aaee80873ac630e593d669256d,moda,39,267,1
12e479f1c2c0417147a3e36302485e30,idee regalo,46,629,1
f908d3bf313a1308bfb2a46ea2685347,giocattoli,21,587,2
e2bb00220a167d9e60b6776ac33717bc,idee regalo,60,504,1
ed5666106b8fb47b57c4b2c5f67a755b,elettronica,36,957,3
7e0dc102074f8285580c9777f79c90cf,giardinaggio,60,1251,2
55979acc6e2155188d3a43d8afb0c7aa,giardinaggio,33,3557,2
d67bed02998be8e156400c61f0897a96,mobili,20,283,4
99444782c6bb7269243567c2d6988f94,mobili,54,826,4
6d811b6e8cada9a8f7f38bb315620e1b,sport e tempo libero,59,447,5
c47c31505404caa7fa20edad4b971746,edilizia,59,661,3
23384f296aa1bf6461d22912093a9847,articoli per la casa,63,434,8
8c591ab0ca519558779df02023177f44,giardinaggio,47,1893,1
2b4609f8948be18874494203496bc318,salute e bellezza,59,492,3
9ecadb84c81da840dbf3564378b586e9,mobili,41,789,1
b248cbdf748a977cdf76991dd59fc429,automobile,42,96,1
2cd21984c5d25eacc22b5b6d9e6396e3,idee regalo,47,481,1
6e86c76c9073070701739dc4fae68a6b,mobili,46,642,1
a04f52ded97b5530e8783e3c002b90f0,articoli per la casa,54,192,1
777d2e438a1b645f3aec9bd57e92672c,articoli per la casa,58,689,1
c92f0e7b9d49a9543558d6532772441b,viaggi,48,485,5
4a3b0111d9c112251e4732b44d1d118b,elettronica,52,865,3
548e5bfe28edceab6b51fa707cc9556f,articoli per la casa,60,188,1
8e4fb0a9a54c90bd6fcfde5e8df6a00c,elettronica,58,2426,4
880be32f4db1d9f6e2bec38fb6ac23ab,giocattoli,45,589,4
07c055536ebf10dfbb6c6db6dbfc36e5,mobili,59,473,1
